region,comuna,region_nombre,comuna_nombre,attribute_type,attribute_value,attribute_units,attribute_category
1,1405,Tarapacá,Pica,employment_agriculture_forestry,11.97,percent,medium
1,1405,Tarapacá,Pica,employment_construction,10.83,percent,high
1,1405,Tarapacá,Pica,employment_electricity_gas,0.68,percent,low
1,1405,Tarapacá,Pica,employment_in_transport_and_logistics,4.26,percent,low
1,1405,Tarapacá,Pica,employment_manufacturing,4.64,percent,very low
1,1405,Tarapacá,Pica,employment_mining,10.22,percent,very high
1,1405,Tarapacá,Pica,employment_water_waste,0.53,percent,very low
1,1405,Tarapacá,Pica,fixed_internet_household_share,31.18,percent,low
1,1405,Tarapacá,Pica,home_ownership,47.11,percent,very low
1,1405,Tarapacá,Pica,indigenous_identification_rate,60.98,percent,very high
1,1405,Tarapacá,Pica,literacy_rate,96.14,percent,very high
1,1405,Tarapacá,Pica,mean_years_schooling,9.38,years,medium
1,1405,Tarapacá,Pica,population,6263.0,persons,very low
1,1405,Tarapacá,Pica,renter_share,32.06,percent,very high
2,2101,Antofagasta,Antofagasta,disability_prevalence,8.03,percent,very low
2,2101,Antofagasta,Antofagasta,electricity_access_rate,99.64,percent,high
2,2101,Antofagasta,Antofagasta,employment_agriculture_forestry,0.47,percent,very low
2,2101,Antofagasta,Antofagasta,employment_construction,7.75,percent,low
2,2101,Antofagasta,Antofagasta,employment_electricity_gas,1.23,percent,high
2,2101,Antofagasta,Antofagasta,employment_in_transport_and_logistics,9.15,percent,very high
2,2101,Antofagasta,Antofagasta,employment_manufacturing,6.42,percent,low
2,2101,Antofagasta,Antofagasta,employment_mining,16.45,percent,very high
2,2101,Antofagasta,Antofagasta,employment_water_waste,1.0,percent,high
2,2101,Antofagasta,Antofagasta,fixed_internet_household_share,78.45,percent,very high
2,2101,Antofagasta,Antofagasta,home_ownership,48.44,percent,very low
2,2101,Antofagasta,Antofagasta,indigenous_identification_rate,8.0,percent,medium
2,2101,Antofagasta,Antofagasta,literacy_rate,96.88,percent,very high
2,2101,Antofagasta,Antofagasta,mean_years_schooling,10.68,years,very high
2,2101,Antofagasta,Antofagasta,population,397136.0,persons,very high
2,2101,Antofagasta,Antofagasta,renter_share,34.43,percent,very high
2,2102,Antofagasta,Mejillones,disability_prevalence,11.66,percent,low
2,2102,Antofagasta,Mejillones,electricity_access_rate,99.5,percent,medium
2,2102,Antofagasta,Mejillones,employment_agriculture_forestry,4.43,percent,low
2,2102,Antofagasta,Mejillones,employment_construction,8.36,percent,medium
2,2102,Antofagasta,Mejillones,employment_electricity_gas,3.49,percent,very high
2,2102,Antofagasta,Mejillones,employment_in_transport_and_logistics,18.64,percent,very high
2,2102,Antofagasta,Mejillones,employment_manufacturing,9.52,percent,high
2,2102,Antofagasta,Mejillones,employment_mining,5.97,percent,very high
2,2102,Antofagasta,Mejillones,employment_water_waste,1.07,percent,high
2,2102,Antofagasta,Mejillones,fixed_internet_household_share,62.21,percent,high
2,2102,Antofagasta,Mejillones,home_ownership,54.14,percent,very low
2,2102,Antofagasta,Mejillones,indigenous_identification_rate,10.82,percent,medium
2,2102,Antofagasta,Mejillones,literacy_rate,95.94,percent,high
2,2102,Antofagasta,Mejillones,mean_years_schooling,9.34,years,medium
2,2102,Antofagasta,Mejillones,population,14014.0,persons,low
2,2102,Antofagasta,Mejillones,renter_share,29.96,percent,very high
2,2103,Antofagasta,Sierra Gorda,disability_prevalence,5.58,percent,very low
2,2103,Antofagasta,Sierra Gorda,electricity_access_rate,97.98,percent,very low
2,2103,Antofagasta,Sierra Gorda,employment_agriculture_forestry,0.44,percent,very low
2,2103,Antofagasta,Sierra Gorda,employment_construction,5.46,percent,very low
2,2103,Antofagasta,Sierra Gorda,employment_electricity_gas,0.74,percent,low
2,2103,Antofagasta,Sierra Gorda,employment_in_transport_and_logistics,7.37,percent,very high
2,2103,Antofagasta,Sierra Gorda,employment_manufacturing,3.98,percent,very low
2,2103,Antofagasta,Sierra Gorda,employment_mining,17.4,percent,very high
2,2103,Antofagasta,Sierra Gorda,employment_water_waste,2.36,percent,very high
2,2103,Antofagasta,Sierra Gorda,fixed_internet_household_share,28.97,percent,low
2,2103,Antofagasta,Sierra Gorda,home_ownership,48.86,percent,very low
2,2103,Antofagasta,Sierra Gorda,indigenous_identification_rate,14.84,percent,high
2,2103,Antofagasta,Sierra Gorda,literacy_rate,94.72,percent,medium
2,2103,Antofagasta,Sierra Gorda,mean_years_schooling,9.06,years,low
2,2103,Antofagasta,Sierra Gorda,population,1458.0,persons,very low
2,2103,Antofagasta,Sierra Gorda,renter_share,29.73,percent,very high
2,2104,Antofagasta,Taltal,disability_prevalence,11.58,percent,low
2,2104,Antofagasta,Taltal,electricity_access_rate,98.39,percent,very low
2,2104,Antofagasta,Taltal,employment_agriculture_forestry,10.18,percent,low
2,2104,Antofagasta,Taltal,employment_construction,5.73,percent,very low
2,2104,Antofagasta,Taltal,employment_electricity_gas,1.32,percent,very high
2,2104,Antofagasta,Taltal,employment_in_transport_and_logistics,5.69,percent,medium
2,2104,Antofagasta,Taltal,employment_manufacturing,4.01,percent,very low
2,2104,Antofagasta,Taltal,employment_mining,22.62,percent,very high
2,2104,Antofagasta,Taltal,employment_water_waste,1.32,percent,very high
2,2104,Antofagasta,Taltal,fixed_internet_household_share,49.61,percent,high
2,2104,Antofagasta,Taltal,home_ownership,70.95,percent,high
2,2104,Antofagasta,Taltal,indigenous_identification_rate,25.75,percent,high
2,2104,Antofagasta,Taltal,literacy_rate,95.89,percent,high
2,2104,Antofagasta,Taltal,mean_years_schooling,9.47,years,medium
2,2104,Antofagasta,Taltal,population,11913.0,persons,low
2,2104,Antofagasta,Taltal,renter_share,13.15,percent,low
2,2201,Antofagasta,Calama,disability_prevalence,7.83,percent,very low
2,2201,Antofagasta,Calama,electricity_access_rate,99.57,percent,high
2,2201,Antofagasta,Calama,employment_agriculture_forestry,0.39,percent,very low
2,2201,Antofagasta,Calama,employment_construction,6.43,percent,very low
2,2201,Antofagasta,Calama,employment_electricity_gas,0.9,percent,medium
2,2201,Antofagasta,Calama,employment_in_transport_and_logistics,8.24,percent,very high
2,2201,Antofagasta,Calama,employment_manufacturing,5.01,percent,very low
2,2201,Antofagasta,Calama,employment_mining,26.74,percent,very high
2,2201,Antofagasta,Calama,employment_water_waste,0.74,percent,low
2,2201,Antofagasta,Calama,fixed_internet_household_share,72.58,percent,very high
2,2201,Antofagasta,Calama,home_ownership,47.46,percent,very low
2,2201,Antofagasta,Calama,indigenous_identification_rate,27.62,percent,high
2,2201,Antofagasta,Calama,literacy_rate,96.64,percent,very high
2,2201,Antofagasta,Calama,mean_years_schooling,10.25,years,very high
2,2201,Antofagasta,Calama,population,164641.0,persons,very high
2,2201,Antofagasta,Calama,renter_share,38.43,percent,very high
2,2202,Antofagasta,Ollagüe,disability_prevalence,16.4,percent,very high
2,2202,Antofagasta,Ollagüe,electricity_access_rate,97.75,percent,very low
2,2202,Antofagasta,Ollagüe,employment_agriculture_forestry,2.16,percent,very low
2,2202,Antofagasta,Ollagüe,employment_construction,11.51,percent,very high
2,2202,Antofagasta,Ollagüe,employment_electricity_gas,0.72,percent,low
2,2202,Antofagasta,Ollagüe,employment_in_transport_and_logistics,5.04,percent,low
2,2202,Antofagasta,Ollagüe,employment_manufacturing,2.88,percent,very low
2,2202,Antofagasta,Ollagüe,employment_mining,4.32,percent,high
2,2202,Antofagasta,Ollagüe,employment_water_waste,0.72,percent,low
2,2202,Antofagasta,Ollagüe,fixed_internet_household_share,12.75,percent,very low
2,2202,Antofagasta,Ollagüe,home_ownership,19.61,percent,very low
2,2202,Antofagasta,Ollagüe,indigenous_identification_rate,78.52,percent,very high
2,2202,Antofagasta,Ollagüe,literacy_rate,95.2,percent,high
2,2202,Antofagasta,Ollagüe,mean_years_schooling,9.52,years,medium
2,2202,Antofagasta,Ollagüe,population,256.0,persons,very low
2,2202,Antofagasta,Ollagüe,renter_share,24.51,percent,very high
2,2203,Antofagasta,San Pedro de Atacama,disability_prevalence,7.9,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,electricity_access_rate,98.32,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,employment_agriculture_forestry,3.18,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,employment_construction,9.35,percent,medium
2,2203,Antofagasta,San Pedro de Atacama,employment_electricity_gas,1.09,percent,medium
2,2203,Antofagasta,San Pedro de Atacama,employment_in_transport_and_logistics,5.5,percent,medium
2,2203,Antofagasta,San Pedro de Atacama,employment_manufacturing,5.05,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,employment_mining,7.52,percent,very high
2,2203,Antofagasta,San Pedro de Atacama,employment_water_waste,0.95,percent,high
2,2203,Antofagasta,San Pedro de Atacama,fixed_internet_household_share,6.81,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,home_ownership,34.69,percent,very low
2,2203,Antofagasta,San Pedro de Atacama,indigenous_identification_rate,62.56,percent,very high
2,2203,Antofagasta,San Pedro de Atacama,literacy_rate,95.76,percent,high
2,2203,Antofagasta,San Pedro de Atacama,mean_years_schooling,9.77,years,high
2,2203,Antofagasta,San Pedro de Atacama,population,9782.0,persons,low
2,2203,Antofagasta,San Pedro de Atacama,renter_share,37.12,percent,very high
2,2301,Antofagasta,Tocopilla,disability_prevalence,12.53,percent,medium
2,2301,Antofagasta,Tocopilla,electricity_access_rate,99.26,percent,medium
2,2301,Antofagasta,Tocopilla,employment_agriculture_forestry,5.55,percent,low
2,2301,Antofagasta,Tocopilla,employment_construction,8.44,percent,medium
2,2301,Antofagasta,Tocopilla,employment_electricity_gas,3.88,percent,very high
2,2301,Antofagasta,Tocopilla,employment_in_transport_and_logistics,6.62,percent,high
2,2301,Antofagasta,Tocopilla,employment_manufacturing,6.28,percent,low
2,2301,Antofagasta,Tocopilla,employment_mining,14.72,percent,very high
2,2301,Antofagasta,Tocopilla,employment_water_waste,1.4,percent,very high
2,2301,Antofagasta,Tocopilla,fixed_internet_household_share,68.28,percent,very high
2,2301,Antofagasta,Tocopilla,home_ownership,58.71,percent,very low
2,2301,Antofagasta,Tocopilla,indigenous_identification_rate,8.01,percent,medium
2,2301,Antofagasta,Tocopilla,literacy_rate,96.04,percent,high
2,2301,Antofagasta,Tocopilla,mean_years_schooling,9.59,years,high
2,2301,Antofagasta,Tocopilla,population,24583.0,persons,medium
2,2301,Antofagasta,Tocopilla,renter_share,21.75,percent,high
2,2302,Antofagasta,María Elena,disability_prevalence,6.61,percent,very low
2,2302,Antofagasta,María Elena,electricity_access_rate,99.81,percent,very high
2,2302,Antofagasta,María Elena,employment_agriculture_forestry,0.14,percent,very low
2,2302,Antofagasta,María Elena,employment_construction,9.6,percent,high
2,2302,Antofagasta,María Elena,employment_electricity_gas,2.55,percent,very high
2,2302,Antofagasta,María Elena,employment_in_transport_and_logistics,5.05,percent,low
2,2302,Antofagasta,María Elena,employment_manufacturing,5.19,percent,low
2,2302,Antofagasta,María Elena,employment_mining,26.66,percent,very high
2,2302,Antofagasta,María Elena,employment_water_waste,1.25,percent,very high
2,2302,Antofagasta,María Elena,fixed_internet_household_share,46.42,percent,medium
2,2302,Antofagasta,María Elena,home_ownership,6.0,percent,very low
2,2302,Antofagasta,María Elena,indigenous_identification_rate,13.2,percent,high
2,2302,Antofagasta,María Elena,literacy_rate,96.66,percent,very high
2,2302,Antofagasta,María Elena,mean_years_schooling,10.14,years,high
2,2302,Antofagasta,María Elena,population,4815.0,persons,very low
2,2302,Antofagasta,María Elena,renter_share,47.06,percent,very high
3,3101,Atacama,Copiapó,disability_prevalence,9.26,percent,very low
3,3101,Atacama,Copiapó,electricity_access_rate,99.49,percent,medium
3,3101,Atacama,Copiapó,employment_agriculture_forestry,2.33,percent,very low
3,3101,Atacama,Copiapó,employment_construction,7.41,percent,low
3,3101,Atacama,Copiapó,employment_electricity_gas,1.4,percent,very high
3,3101,Atacama,Copiapó,employment_in_transport_and_logistics,6.54,percent,high
3,3101,Atacama,Copiapó,employment_manufacturing,4.98,percent,very low
3,3101,Atacama,Copiapó,employment_mining,20.17,percent,very high
3,3101,Atacama,Copiapó,employment_water_waste,1.02,percent,high
3,3101,Atacama,Copiapó,fixed_internet_household_share,66.39,percent,high
3,3101,Atacama,Copiapó,home_ownership,64.29,percent,low
3,3101,Atacama,Copiapó,indigenous_identification_rate,23.96,percent,high
3,3101,Atacama,Copiapó,literacy_rate,96.28,percent,very high
3,3101,Atacama,Copiapó,mean_years_schooling,10.25,years,very high
3,3101,Atacama,Copiapó,population,167281.0,persons,very high
3,3101,Atacama,Copiapó,renter_share,22.98,percent,high
3,3102,Atacama,Caldera,disability_prevalence,13.77,percent,high
3,3102,Atacama,Caldera,electricity_access_rate,99.17,percent,low
3,3102,Atacama,Caldera,employment_agriculture_forestry,12.23,percent,medium
3,3102,Atacama,Caldera,employment_construction,6.66,percent,very low
3,3102,Atacama,Caldera,employment_electricity_gas,0.65,percent,very low
3,3102,Atacama,Caldera,employment_in_transport_and_logistics,7.17,percent,high
3,3102,Atacama,Caldera,employment_manufacturing,7.23,percent,medium
3,3102,Atacama,Caldera,employment_mining,8.44,percent,very high
3,3102,Atacama,Caldera,employment_water_waste,1.39,percent,very high
3,3102,Atacama,Caldera,fixed_internet_household_share,46.03,percent,medium
3,3102,Atacama,Caldera,home_ownership,69.4,percent,medium
3,3102,Atacama,Caldera,indigenous_identification_rate,28.99,percent,high
3,3102,Atacama,Caldera,literacy_rate,95.73,percent,high
3,3102,Atacama,Caldera,mean_years_schooling,9.96,years,high
3,3102,Atacama,Caldera,population,18717.0,persons,medium
3,3102,Atacama,Caldera,renter_share,18.06,percent,high
3,3103,Atacama,Tierra Amarilla,disability_prevalence,9.54,percent,very low
3,3103,Atacama,Tierra Amarilla,electricity_access_rate,99.03,percent,low
3,3103,Atacama,Tierra Amarilla,employment_agriculture_forestry,15.39,percent,medium
3,3103,Atacama,Tierra Amarilla,employment_construction,4.36,percent,very low
3,3103,Atacama,Tierra Amarilla,employment_electricity_gas,0.62,percent,very low
3,3103,Atacama,Tierra Amarilla,employment_in_transport_and_logistics,5.89,percent,medium
3,3103,Atacama,Tierra Amarilla,employment_manufacturing,3.61,percent,very low
3,3103,Atacama,Tierra Amarilla,employment_mining,30.05,percent,very high
3,3103,Atacama,Tierra Amarilla,employment_water_waste,0.83,percent,medium
3,3103,Atacama,Tierra Amarilla,fixed_internet_household_share,26.2,percent,low
3,3103,Atacama,Tierra Amarilla,home_ownership,65.13,percent,low
3,3103,Atacama,Tierra Amarilla,indigenous_identification_rate,31.69,percent,very high
3,3103,Atacama,Tierra Amarilla,literacy_rate,94.84,percent,medium
3,3103,Atacama,Tierra Amarilla,mean_years_schooling,8.86,years,low
3,3103,Atacama,Tierra Amarilla,population,11769.0,persons,low
3,3103,Atacama,Tierra Amarilla,renter_share,10.63,percent,low
3,3201,Atacama,Chañaral,disability_prevalence,10.68,percent,low
3,3201,Atacama,Chañaral,electricity_access_rate,99.19,percent,low
3,3201,Atacama,Chañaral,employment_agriculture_forestry,4.54,percent,low
3,3201,Atacama,Chañaral,employment_construction,6.71,percent,very low
3,3201,Atacama,Chañaral,employment_electricity_gas,0.63,percent,very low
3,3201,Atacama,Chañaral,employment_in_transport_and_logistics,7.23,percent,high
3,3201,Atacama,Chañaral,employment_manufacturing,4.92,percent,very low
3,3201,Atacama,Chañaral,employment_mining,23.38,percent,very high
3,3201,Atacama,Chañaral,employment_water_waste,0.9,percent,medium
3,3201,Atacama,Chañaral,fixed_internet_household_share,17.64,percent,very low
3,3201,Atacama,Chañaral,home_ownership,67.32,percent,medium
3,3201,Atacama,Chañaral,indigenous_identification_rate,16.01,percent,high
3,3201,Atacama,Chañaral,literacy_rate,95.46,percent,high
3,3201,Atacama,Chañaral,mean_years_schooling,9.47,years,medium
3,3201,Atacama,Chañaral,population,12168.0,persons,low
3,3201,Atacama,Chañaral,renter_share,14.65,percent,medium
3,3202,Atacama,Diego de Almagro,disability_prevalence,11.72,percent,low
3,3202,Atacama,Diego de Almagro,electricity_access_rate,99.27,percent,medium
3,3202,Atacama,Diego de Almagro,employment_agriculture_forestry,0.17,percent,very low
3,3202,Atacama,Diego de Almagro,employment_construction,7.7,percent,low
3,3202,Atacama,Diego de Almagro,employment_electricity_gas,0.93,percent,medium
3,3202,Atacama,Diego de Almagro,employment_in_transport_and_logistics,5.28,percent,medium
3,3202,Atacama,Diego de Almagro,employment_manufacturing,4.48,percent,very low
3,3202,Atacama,Diego de Almagro,employment_mining,28.88,percent,very high
3,3202,Atacama,Diego de Almagro,employment_water_waste,1.77,percent,very high
3,3202,Atacama,Diego de Almagro,fixed_internet_household_share,35.08,percent,medium
3,3202,Atacama,Diego de Almagro,home_ownership,43.39,percent,very low
3,3202,Atacama,Diego de Almagro,indigenous_identification_rate,15.34,percent,high
3,3202,Atacama,Diego de Almagro,literacy_rate,96.2,percent,very high
3,3202,Atacama,Diego de Almagro,mean_years_schooling,9.89,years,high
3,3202,Atacama,Diego de Almagro,population,11339.0,persons,low
3,3202,Atacama,Diego de Almagro,renter_share,18.72,percent,high
3,3301,Atacama,Vallenar,disability_prevalence,11.21,percent,low
3,3301,Atacama,Vallenar,electricity_access_rate,98.95,percent,low
3,3301,Atacama,Vallenar,employment_agriculture_forestry,3.24,percent,very low
3,3301,Atacama,Vallenar,employment_construction,8.86,percent,medium
3,3301,Atacama,Vallenar,employment_electricity_gas,1.67,percent,very high
3,3301,Atacama,Vallenar,employment_in_transport_and_logistics,7.06,percent,high
3,3301,Atacama,Vallenar,employment_manufacturing,5.82,percent,low
3,3301,Atacama,Vallenar,employment_mining,16.67,percent,very high
3,3301,Atacama,Vallenar,employment_water_waste,0.88,percent,medium
3,3301,Atacama,Vallenar,fixed_internet_household_share,55.97,percent,high
3,3301,Atacama,Vallenar,home_ownership,66.23,percent,low
3,3301,Atacama,Vallenar,indigenous_identification_rate,31.07,percent,very high
3,3301,Atacama,Vallenar,literacy_rate,95.34,percent,high
3,3301,Atacama,Vallenar,mean_years_schooling,9.67,years,high
3,3301,Atacama,Vallenar,population,53705.0,persons,high
3,3301,Atacama,Vallenar,renter_share,15.8,percent,medium
3,3302,Atacama,Alto del Carmen,disability_prevalence,9.96,percent,very low
3,3302,Atacama,Alto del Carmen,electricity_access_rate,97.66,percent,very low
3,3302,Atacama,Alto del Carmen,employment_agriculture_forestry,26.34,percent,high
3,3302,Atacama,Alto del Carmen,employment_construction,9.71,percent,high
3,3302,Atacama,Alto del Carmen,employment_electricity_gas,0.38,percent,very low
3,3302,Atacama,Alto del Carmen,employment_in_transport_and_logistics,2.95,percent,very low
3,3302,Atacama,Alto del Carmen,employment_manufacturing,5.9,percent,low
3,3302,Atacama,Alto del Carmen,employment_mining,9.55,percent,very high
3,3302,Atacama,Alto del Carmen,employment_water_waste,2.58,percent,very high
3,3302,Atacama,Alto del Carmen,fixed_internet_household_share,4.46,percent,very low
3,3302,Atacama,Alto del Carmen,home_ownership,67.21,percent,medium
3,3302,Atacama,Alto del Carmen,indigenous_identification_rate,60.67,percent,very high
3,3302,Atacama,Alto del Carmen,literacy_rate,92.27,percent,very low
3,3302,Atacama,Alto del Carmen,mean_years_schooling,8.64,years,very low
3,3302,Atacama,Alto del Carmen,population,4781.0,persons,very low
3,3302,Atacama,Alto del Carmen,renter_share,8.97,percent,very low
3,3303,Atacama,Freirina,disability_prevalence,12.5,percent,medium
3,3303,Atacama,Freirina,electricity_access_rate,97.39,percent,very low
3,3303,Atacama,Freirina,employment_agriculture_forestry,12.16,percent,medium
3,3303,Atacama,Freirina,employment_construction,10.28,percent,high
3,3303,Atacama,Freirina,employment_electricity_gas,2.45,percent,very high
3,3303,Atacama,Freirina,employment_in_transport_and_logistics,5.7,percent,medium
3,3303,Atacama,Freirina,employment_manufacturing,6.87,percent,medium
3,3303,Atacama,Freirina,employment_mining,15.18,percent,very high
3,3303,Atacama,Freirina,employment_water_waste,1.41,percent,very high
3,3303,Atacama,Freirina,fixed_internet_household_share,10.35,percent,very low
3,3303,Atacama,Freirina,home_ownership,76.02,percent,very high
3,3303,Atacama,Freirina,indigenous_identification_rate,27.64,percent,high
3,3303,Atacama,Freirina,literacy_rate,94.24,percent,medium
3,3303,Atacama,Freirina,mean_years_schooling,9.01,years,low
3,3303,Atacama,Freirina,population,7558.0,persons,very low
3,3303,Atacama,Freirina,renter_share,7.91,percent,very low
3,3304,Atacama,Huasco,disability_prevalence,13.63,percent,high
3,3304,Atacama,Huasco,electricity_access_rate,98.03,percent,very low
3,3304,Atacama,Huasco,employment_agriculture_forestry,10.26,percent,low
