region,comuna,region_nombre,comuna_nombre,attribute_type,attribute_value,attribute_units,attribute_category
9,9119,La Araucanía,Vilcún,disability_prevalence,11.94,percent,medium
9,9119,La Araucanía,Vilcún,electricity_access_rate,98.32,percent,very low
9,9119,La Araucanía,Vilcún,employment_agriculture_forestry,16.37,percent,medium
9,9119,La Araucanía,Vilcún,employment_construction,11.05,percent,very high
9,9119,La Araucanía,Vilcún,employment_electricity_gas,1.06,percent,medium
9,9119,La Araucanía,Vilcún,employment_in_transport_and_logistics,6.92,percent,high
9,9119,La Araucanía,Vilcún,employment_manufacturing,8.67,percent,high
9,9119,La Araucanía,Vilcún,employment_mining,0.76,percent,low
9,9119,La Araucanía,Vilcún,employment_water_waste,1.08,percent,high
9,9119,La Araucanía,Vilcún,fixed_internet_household_share,31.68,percent,low
9,9119,La Araucanía,Vilcún,home_ownership,75.51,percent,very high
9,9119,La Araucanía,Vilcún,indigenous_identification_rate,36.77,percent,very high
9,9119,La Araucanía,Vilcún,literacy_rate,94.02,percent,low
9,9119,La Araucanía,Vilcún,mean_years_schooling,9.17,years,medium
9,9119,La Araucanía,Vilcún,population,31515.0,persons,high
9,9119,La Araucanía,Vilcún,renter_share,11.53,percent,low
9,9120,La Araucanía,Villarrica,disability_prevalence,11.52,percent,low
9,9120,La Araucanía,Villarrica,electricity_access_rate,99.17,percent,low
9,9120,La Araucanía,Villarrica,employment_agriculture_forestry,5.62,percent,low
9,9120,La Araucanía,Villarrica,employment_construction,12.77,percent,very high
9,9120,La Araucanía,Villarrica,employment_electricity_gas,1.41,percent,very high
9,9120,La Araucanía,Villarrica,employment_in_transport_and_logistics,4.37,percent,low
9,9120,La Araucanía,Villarrica,employment_manufacturing,8.2,percent,high
9,9120,La Araucanía,Villarrica,employment_mining,0.8,percent,low
9,9120,La Araucanía,Villarrica,employment_water_waste,0.63,percent,very low
9,9120,La Araucanía,Villarrica,fixed_internet_household_share,52.67,percent,high
9,9120,La Araucanía,Villarrica,home_ownership,65.29,percent,low
9,9120,La Araucanía,Villarrica,indigenous_identification_rate,26.37,percent,high
9,9120,La Araucanía,Villarrica,literacy_rate,95.6,percent,high
9,9120,La Araucanía,Villarrica,mean_years_schooling,9.89,years,high
9,9120,La Araucanía,Villarrica,population,67335.0,persons,high
9,9120,La Araucanía,Villarrica,renter_share,19.85,percent,high
9,9121,La Araucanía,Cholchol,disability_prevalence,14.44,percent,high
9,9121,La Araucanía,Cholchol,electricity_access_rate,96.72,percent,very low
9,9121,La Araucanía,Cholchol,employment_agriculture_forestry,19.3,percent,high
9,9121,La Araucanía,Cholchol,employment_construction,12.27,percent,very high
9,9121,La Araucanía,Cholchol,employment_electricity_gas,1.26,percent,high
9,9121,La Araucanía,Cholchol,employment_in_transport_and_logistics,4.28,percent,low
9,9121,La Araucanía,Cholchol,employment_manufacturing,6.19,percent,low
9,9121,La Araucanía,Cholchol,employment_mining,0.69,percent,very low
9,9121,La Araucanía,Cholchol,employment_water_waste,1.01,percent,high
9,9121,La Araucanía,Cholchol,fixed_internet_household_share,19.44,percent,very low
9,9121,La Araucanía,Cholchol,home_ownership,78.36,percent,very high
9,9121,La Araucanía,Cholchol,indigenous_identification_rate,76.63,percent,very high
9,9121,La Araucanía,Cholchol,literacy_rate,91.14,percent,very low
9,9121,La Araucanía,Cholchol,mean_years_schooling,8.34,years,very low
9,9121,La Araucanía,Cholchol,population,13138.0,persons,low
9,9121,La Araucanía,Cholchol,renter_share,8.42,percent,very low
9,9201,La Araucanía,Angol,disability_prevalence,14.44,percent,high
9,9201,La Araucanía,Angol,electricity_access_rate,99.56,percent,high
9,9201,La Araucanía,Angol,employment_agriculture_forestry,12.28,percent,medium
9,9201,La Araucanía,Angol,employment_construction,8.47,percent,medium
9,9201,La Araucanía,Angol,employment_electricity_gas,1.51,percent,very high
9,9201,La Araucanía,Angol,employment_in_transport_and_logistics,5.07,percent,low
9,9201,La Araucanía,Angol,employment_manufacturing,7.72,percent,medium
9,9201,La Araucanía,Angol,employment_mining,1.33,percent,medium
9,9201,La Araucanía,Angol,employment_water_waste,0.6,percent,very low
9,9201,La Araucanía,Angol,fixed_internet_household_share,56.56,percent,high
9,9201,La Araucanía,Angol,home_ownership,70.86,percent,high
9,9201,La Araucanía,Angol,indigenous_identification_rate,12.54,percent,medium
9,9201,La Araucanía,Angol,literacy_rate,94.05,percent,low
9,9201,La Araucanía,Angol,mean_years_schooling,9.58,years,high
9,9201,La Araucanía,Angol,population,52446.0,persons,high
9,9201,La Araucanía,Angol,renter_share,17.5,percent,high
9,9202,La Araucanía,Collipulli,disability_prevalence,16.58,percent,very high
9,9202,La Araucanía,Collipulli,electricity_access_rate,98.16,percent,very low
9,9202,La Araucanía,Collipulli,employment_agriculture_forestry,21.69,percent,high
9,9202,La Araucanía,Collipulli,employment_construction,9.18,percent,medium
9,9202,La Araucanía,Collipulli,employment_electricity_gas,1.19,percent,high
9,9202,La Araucanía,Collipulli,employment_in_transport_and_logistics,5.87,percent,medium
9,9202,La Araucanía,Collipulli,employment_manufacturing,8.7,percent,high
9,9202,La Araucanía,Collipulli,employment_mining,1.8,percent,high
9,9202,La Araucanía,Collipulli,employment_water_waste,0.88,percent,medium
9,9202,La Araucanía,Collipulli,fixed_internet_household_share,36.04,percent,medium
9,9202,La Araucanía,Collipulli,home_ownership,72.58,percent,high
9,9202,La Araucanía,Collipulli,indigenous_identification_rate,28.3,percent,high
9,9202,La Araucanía,Collipulli,literacy_rate,92.74,percent,very low
9,9202,La Araucanía,Collipulli,mean_years_schooling,8.61,years,very low
9,9202,La Araucanía,Collipulli,population,24162.0,persons,medium
9,9202,La Araucanía,Collipulli,renter_share,12.95,percent,low
9,9203,La Araucanía,Curacautín,disability_prevalence,14.94,percent,high
9,9203,La Araucanía,Curacautín,electricity_access_rate,99.32,percent,medium
9,9203,La Araucanía,Curacautín,employment_agriculture_forestry,10.85,percent,low
9,9203,La Araucanía,Curacautín,employment_construction,11.17,percent,very high
9,9203,La Araucanía,Curacautín,employment_electricity_gas,1.04,percent,medium
9,9203,La Araucanía,Curacautín,employment_in_transport_and_logistics,4.62,percent,low
9,9203,La Araucanía,Curacautín,employment_manufacturing,8.05,percent,medium
9,9203,La Araucanía,Curacautín,employment_mining,2.35,percent,high
9,9203,La Araucanía,Curacautín,employment_water_waste,0.68,percent,low
9,9203,La Araucanía,Curacautín,fixed_internet_household_share,32.29,percent,low
9,9203,La Araucanía,Curacautín,home_ownership,71.66,percent,high
9,9203,La Araucanía,Curacautín,indigenous_identification_rate,15.07,percent,high
9,9203,La Araucanía,Curacautín,literacy_rate,94.31,percent,medium
9,9203,La Araucanía,Curacautín,mean_years_schooling,9.26,years,medium
9,9203,La Araucanía,Curacautín,population,18415.0,persons,medium
9,9203,La Araucanía,Curacautín,renter_share,13.21,percent,low
9,9204,La Araucanía,Ercilla,disability_prevalence,14.81,percent,high
9,9204,La Araucanía,Ercilla,electricity_access_rate,93.45,percent,very low
9,9204,La Araucanía,Ercilla,employment_agriculture_forestry,26.06,percent,high
9,9204,La Araucanía,Ercilla,employment_construction,6.18,percent,very low
9,9204,La Araucanía,Ercilla,employment_electricity_gas,1.02,percent,medium
9,9204,La Araucanía,Ercilla,employment_in_transport_and_logistics,4.61,percent,low
9,9204,La Araucanía,Ercilla,employment_manufacturing,3.97,percent,very low
9,9204,La Araucanía,Ercilla,employment_mining,1.11,percent,low
9,9204,La Araucanía,Ercilla,employment_water_waste,1.15,percent,high
9,9204,La Araucanía,Ercilla,fixed_internet_household_share,23.25,percent,low
9,9204,La Araucanía,Ercilla,home_ownership,72.52,percent,high
9,9204,La Araucanía,Ercilla,indigenous_identification_rate,56.02,percent,very high
9,9204,La Araucanía,Ercilla,literacy_rate,90.88,percent,very low
9,9204,La Araucanía,Ercilla,mean_years_schooling,8.16,years,very low
9,9204,La Araucanía,Ercilla,population,7722.0,persons,very low
9,9204,La Araucanía,Ercilla,renter_share,8.86,percent,very low
9,9205,La Araucanía,Lonquimay,disability_prevalence,10.45,percent,low
9,9205,La Araucanía,Lonquimay,electricity_access_rate,96.84,percent,very low
9,9205,La Araucanía,Lonquimay,employment_agriculture_forestry,16.26,percent,medium
9,9205,La Araucanía,Lonquimay,employment_construction,11.42,percent,very high
9,9205,La Araucanía,Lonquimay,employment_electricity_gas,0.73,percent,low
9,9205,La Araucanía,Lonquimay,employment_in_transport_and_logistics,3.89,percent,very low
9,9205,La Araucanía,Lonquimay,employment_manufacturing,4.37,percent,very low
9,9205,La Araucanía,Lonquimay,employment_mining,1.31,percent,medium
9,9205,La Araucanía,Lonquimay,employment_water_waste,1.38,percent,very high
9,9205,La Araucanía,Lonquimay,fixed_internet_household_share,5.22,percent,very low
9,9205,La Araucanía,Lonquimay,home_ownership,79.8,percent,very high
9,9205,La Araucanía,Lonquimay,indigenous_identification_rate,57.38,percent,very high
9,9205,La Araucanía,Lonquimay,literacy_rate,92.35,percent,very low
9,9205,La Araucanía,Lonquimay,mean_years_schooling,8.2,years,very low
9,9205,La Araucanía,Lonquimay,population,10147.0,persons,low
9,9205,La Araucanía,Lonquimay,renter_share,10.23,percent,very low
9,9206,La Araucanía,Los Sauces,disability_prevalence,15.9,percent,very high
9,9206,La Araucanía,Los Sauces,electricity_access_rate,96.1,percent,very low
9,9206,La Araucanía,Los Sauces,employment_agriculture_forestry,29.26,percent,very high
9,9206,La Araucanía,Los Sauces,employment_construction,10.9,percent,high
9,9206,La Araucanía,Los Sauces,employment_electricity_gas,0.72,percent,low
9,9206,La Araucanía,Los Sauces,employment_in_transport_and_logistics,3.49,percent,very low
9,9206,La Araucanía,Los Sauces,employment_manufacturing,4.29,percent,very low
9,9206,La Araucanía,Los Sauces,employment_mining,1.24,percent,medium
9,9206,La Araucanía,Los Sauces,employment_water_waste,1.08,percent,high
9,9206,La Araucanía,Los Sauces,fixed_internet_household_share,27.82,percent,low
9,9206,La Araucanía,Los Sauces,home_ownership,70.88,percent,high
9,9206,La Araucanía,Los Sauces,indigenous_identification_rate,31.84,percent,very high
9,9206,La Araucanía,Los Sauces,literacy_rate,90.58,percent,very low
9,9206,La Araucanía,Los Sauces,mean_years_schooling,8.19,years,very low
9,9206,La Araucanía,Los Sauces,population,7334.0,persons,very low
9,9206,La Araucanía,Los Sauces,renter_share,12.48,percent,low
9,9207,La Araucanía,Lumaco,disability_prevalence,16.06,percent,very high
9,9207,La Araucanía,Lumaco,electricity_access_rate,93.89,percent,very low
9,9207,La Araucanía,Lumaco,employment_agriculture_forestry,35.78,percent,very high
9,9207,La Araucanía,Lumaco,employment_construction,6.36,percent,very low
9,9207,La Araucanía,Lumaco,employment_electricity_gas,0.49,percent,very low
9,9207,La Araucanía,Lumaco,employment_in_transport_and_logistics,4.34,percent,low
9,9207,La Araucanía,Lumaco,employment_manufacturing,4.25,percent,very low
9,9207,La Araucanía,Lumaco,employment_mining,0.61,percent,very low
9,9207,La Araucanía,Lumaco,employment_water_waste,1.05,percent,high
9,9207,La Araucanía,Lumaco,fixed_internet_household_share,3.92,percent,very low
9,9207,La Araucanía,Lumaco,home_ownership,74.65,percent,very high
9,9207,La Araucanía,Lumaco,indigenous_identification_rate,50.41,percent,very high
9,9207,La Araucanía,Lumaco,literacy_rate,89.25,percent,very low
9,9207,La Araucanía,Lumaco,mean_years_schooling,7.65,years,very low
9,9207,La Araucanía,Lumaco,population,9248.0,persons,low
9,9207,La Araucanía,Lumaco,renter_share,10.47,percent,very low
9,9208,La Araucanía,Purén,disability_prevalence,14.83,percent,high
9,9208,La Araucanía,Purén,electricity_access_rate,97.9,percent,very low
9,9208,La Araucanía,Purén,employment_agriculture_forestry,19.22,percent,high
9,9208,La Araucanía,Purén,employment_construction,9.23,percent,medium
9,9208,La Araucanía,Purén,employment_electricity_gas,0.63,percent,very low
9,9208,La Araucanía,Purén,employment_in_transport_and_logistics,5.76,percent,medium
9,9208,La Araucanía,Purén,employment_manufacturing,6.14,percent,low
9,9208,La Araucanía,Purén,employment_mining,1.12,percent,low
9,9208,La Araucanía,Purén,employment_water_waste,0.81,percent,medium
9,9208,La Araucanía,Purén,fixed_internet_household_share,29.11,percent,low
9,9208,La Araucanía,Purén,home_ownership,73.06,percent,high
9,9208,La Araucanía,Purén,indigenous_identification_rate,29.85,percent,very high
9,9208,La Araucanía,Purén,literacy_rate,92.12,percent,very low
9,9208,La Araucanía,Purén,mean_years_schooling,8.5,years,very low
9,9208,La Araucanía,Purén,population,12161.0,persons,low
9,9208,La Araucanía,Purén,renter_share,12.58,percent,low
9,9209,La Araucanía,Renaico,disability_prevalence,16.64,percent,very high
9,9209,La Araucanía,Renaico,electricity_access_rate,99.5,percent,medium
9,9209,La Araucanía,Renaico,employment_agriculture_forestry,24.11,percent,high
9,9209,La Araucanía,Renaico,employment_construction,11.25,percent,very high
9,9209,La Araucanía,Renaico,employment_electricity_gas,2.6,percent,very high
9,9209,La Araucanía,Renaico,employment_in_transport_and_logistics,4.78,percent,low
9,9209,La Araucanía,Renaico,employment_manufacturing,10.34,percent,high
9,9209,La Araucanía,Renaico,employment_mining,2.91,percent,high
9,9209,La Araucanía,Renaico,employment_water_waste,0.68,percent,low
9,9209,La Araucanía,Renaico,fixed_internet_household_share,27.68,percent,low
9,9209,La Araucanía,Renaico,home_ownership,74.64,percent,very high
9,9209,La Araucanía,Renaico,indigenous_identification_rate,10.08,percent,medium
9,9209,La Araucanía,Renaico,literacy_rate,92.79,percent,very low
9,9209,La Araucanía,Renaico,mean_years_schooling,8.71,years,very low
9,9209,La Araucanía,Renaico,population,10681.0,persons,low
9,9209,La Araucanía,Renaico,renter_share,13.15,percent,low
9,9210,La Araucanía,Traiguén,disability_prevalence,16.15,percent,very high
9,9210,La Araucanía,Traiguén,electricity_access_rate,98.73,percent,low
9,9210,La Araucanía,Traiguén,employment_agriculture_forestry,20.64,percent,high
9,9210,La Araucanía,Traiguén,employment_construction,8.09,percent,low
9,9210,La Araucanía,Traiguén,employment_electricity_gas,0.46,percent,very low
9,9210,La Araucanía,Traiguén,employment_in_transport_and_logistics,4.24,percent,low
9,9210,La Araucanía,Traiguén,employment_manufacturing,5.32,percent,low
9,9210,La Araucanía,Traiguén,employment_mining,0.52,percent,very low
9,9210,La Araucanía,Traiguén,employment_water_waste,0.68,percent,low
9,9210,La Araucanía,Traiguén,fixed_internet_household_share,37.13,percent,medium
9,9210,La Araucanía,Traiguén,home_ownership,71.11,percent,high
9,9210,La Araucanía,Traiguén,indigenous_identification_rate,32.83,percent,very high
9,9210,La Araucanía,Traiguén,literacy_rate,92.61,percent,very low
9,9210,La Araucanía,Traiguén,mean_years_schooling,8.81,years,low
9,9210,La Araucanía,Traiguén,population,18531.0,persons,medium
9,9210,La Araucanía,Traiguén,renter_share,13.81,percent,medium
9,9211,La Araucanía,Victoria,disability_prevalence,12.97,percent,medium
9,9211,La Araucanía,Victoria,electricity_access_rate,98.34,percent,very low
9,9211,La Araucanía,Victoria,employment_agriculture_forestry,11.85,percent,medium
9,9211,La Araucanía,Victoria,employment_construction,7.39,percent,low
9,9211,La Araucanía,Victoria,employment_electricity_gas,1.17,percent,high
9,9211,La Araucanía,Victoria,employment_in_transport_and_logistics,6.2,percent,high
9,9211,La Araucanía,Victoria,employment_manufacturing,7.27,percent,medium
9,9211,La Araucanía,Victoria,employment_mining,0.77,percent,low
9,9211,La Araucanía,Victoria,employment_water_waste,0.83,percent,medium
9,9211,La Araucanía,Victoria,fixed_internet_household_share,50.07,percent,high
9,9211,La Araucanía,Victoria,home_ownership,69.8,percent,medium
9,9211,La Araucanía,Victoria,indigenous_identification_rate,28.19,percent,high
9,9211,La Araucanía,Victoria,literacy_rate,94.25,percent,medium
9,9211,La Araucanía,Victoria,mean_years_schooling,9.4,years,medium
9,9211,La Araucanía,Victoria,population,34089.0,persons,high
9,9211,La Araucanía,Victoria,renter_share,15.39,percent,medium
10,10101,Los Lagos,Puerto Montt,disability_prevalence,9.65,percent,very low
10,10101,Los Lagos,Puerto Montt,electricity_access_rate,99.59,percent,high
10,10101,Los Lagos,Puerto Montt,employment_agriculture_forestry,9.99,percent,low
10,10101,Los Lagos,Puerto Montt,employment_construction,9.08,percent,medium
10,10101,Los Lagos,Puerto Montt,employment_electricity_gas,1.09,percent,medium
10,10101,Los Lagos,Puerto Montt,employment_in_transport_and_logistics,9.5,percent,very high
10,10101,Los Lagos,Puerto Montt,employment_manufacturing,10.15,percent,high
10,10101,Los Lagos,Puerto Montt,employment_mining,0.35,percent,very low
10,10101,Los Lagos,Puerto Montt,employment_water_waste,0.88,percent,medium
10,10101,Los Lagos,Puerto Montt,fixed_internet_household_share,62.16,percent,high
10,10101,Los Lagos,Puerto Montt,home_ownership,64.08,percent,low
10,10101,Los Lagos,Puerto Montt,indigenous_identification_rate,20.31,percent,high
10,10101,Los Lagos,Puerto Montt,literacy_rate,95.84,percent,high
10,10101,Los Lagos,Puerto Montt,mean_years_schooling,10.26,years,very high
10,10101,Los Lagos,Puerto Montt,population,274146.0,persons,very high
10,10101,Los Lagos,Puerto Montt,renter_share,26.3,percent,very high
10,10102,Los Lagos,Calbuco,disability_prevalence,11.98,percent,medium
10,10102,Los Lagos,Calbuco,electricity_access_rate,98.94,percent,low
10,10102,Los Lagos,Calbuco,employment_agriculture_forestry,27.96,percent,very high
10,10102,Los Lagos,Calbuco,employment_construction,6.55,percent,very low
10,10102,Los Lagos,Calbuco,employment_electricity_gas,0.66,percent,low
10,10102,Los Lagos,Calbuco,employment_in_transport_and_logistics,7.75,percent,very high
10,10102,Los Lagos,Calbuco,employment_manufacturing,15.85,percent,very high
10,10102,Los Lagos,Calbuco,employment_mining,0.37,percent,very low
10,10102,Los Lagos,Calbuco,employment_water_waste,0.8,percent,medium
10,10102,Los Lagos,Calbuco,fixed_internet_household_share,27.44,percent,low
10,10102,Los Lagos,Calbuco,home_ownership,77.24,percent,very high
10,10102,Los Lagos,Calbuco,indigenous_identification_rate,32.23,percent,very high
10,10102,Los Lagos,Calbuco,literacy_rate,93.22,percent,low
10,10102,Los Lagos,Calbuco,mean_years_schooling,8.7,years,very low
10,10102,Los Lagos,Calbuco,population,36437.0,persons,high
10,10102,Los Lagos,Calbuco,renter_share,12.42,percent,low
10,10103,Los Lagos,Cochamó,disability_prevalence,11.5,percent,low
10,10103,Los Lagos,Cochamó,electricity_access_rate,96.33,percent,very low
10,10103,Los Lagos,Cochamó,employment_agriculture_forestry,27.17,percent,high
10,10103,Los Lagos,Cochamó,employment_construction,9.53,percent,high
10,10103,Los Lagos,Cochamó,employment_electricity_gas,1.56,percent,very high
10,10103,Los Lagos,Cochamó,employment_in_transport_and_logistics,5.12,percent,low
10,10103,Los Lagos,Cochamó,employment_manufacturing,3.84,percent,very low
10,10103,Los Lagos,Cochamó,employment_mining,0.21,percent,very low
10,10103,Los Lagos,Cochamó,employment_water_waste,0.78,percent,low
10,10103,Los Lagos,Cochamó,fixed_internet_household_share,7.12,percent,very low
10,10103,Los Lagos,Cochamó,home_ownership,74.38,percent,very high
10,10103,Los Lagos,Cochamó,indigenous_identification_rate,18.19,percent,high
10,10103,Los Lagos,Cochamó,literacy_rate,94.35,percent,medium
10,10103,Los Lagos,Cochamó,mean_years_schooling,8.83,years,low
10,10103,Los Lagos,Cochamó,population,4191.0,persons,very low
10,10103,Los Lagos,Cochamó,renter_share,11.62,percent,low
10,10104,Los Lagos,Fresia,disability_prevalence,14.11,percent,high
10,10104,Los Lagos,Fresia,electricity_access_rate,99.03,percent,low
10,10104,Los Lagos,Fresia,employment_agriculture_forestry,30.94,percent,very high
10,10104,Los Lagos,Fresia,employment_construction,10.11,percent,high
10,10104,Los Lagos,Fresia,employment_electricity_gas,0.43,percent,very low
10,10104,Los Lagos,Fresia,employment_in_transport_and_logistics,4.89,percent,low
10,10104,Los Lagos,Fresia,employment_manufacturing,6.87,percent,medium
10,10104,Los Lagos,Fresia,employment_mining,0.24,percent,very low
10,10104,Los Lagos,Fresia,employment_water_waste,0.6,percent,very low
10,10104,Los Lagos,Fresia,fixed_internet_household_share,33.95,percent,medium
10,10104,Los Lagos,Fresia,home_ownership,73.19,percent,very high
10,10104,Los Lagos,Fresia,indigenous_identification_rate,23.64,percent,high
10,10104,Los Lagos,Fresia,literacy_rate,92.93,percent,very low
10,10104,Los Lagos,Fresia,mean_years_schooling,8.51,years,very low
10,10104,Los Lagos,Fresia,population,12297.0,persons,low
10,10104,Los Lagos,Fresia,renter_share,11.62,percent,low
10,10105,Los Lagos,Frutillar,disability_prevalence,9.52,percent,very low
10,10105,Los Lagos,Frutillar,electricity_access_rate,99.59,percent,high
10,10105,Los Lagos,Frutillar,employment_agriculture_forestry,13.95,percent,medium
10,10105,Los Lagos,Frutillar,employment_construction,13.36,percent,very high
10,10105,Los Lagos,Frutillar,employment_electricity_gas,1.17,percent,high
10,10105,Los Lagos,Frutillar,employment_in_transport_and_logistics,5.99,percent,medium
10,10105,Los Lagos,Frutillar,employment_manufacturing,7.55,percent,medium
10,10105,Los Lagos,Frutillar,employment_mining,0.7,percent,very low
10,10105,Los Lagos,Frutillar,employment_water_waste,0.51,percent,very low
10,10105,Los Lagos,Frutillar,fixed_internet_household_share,57.17,percent,high
10,10105,Los Lagos,Frutillar,home_ownership,66.36,percent,low
10,10105,Los Lagos,Frutillar,indigenous_identification_rate,24.66,percent,high
10,10105,Los Lagos,Frutillar,literacy_rate,95.22,percent,high
10,10105,Los Lagos,Frutillar,mean_years_schooling,9.51,years,medium
10,10105,Los Lagos,Frutillar,population,22527.0,persons,medium
10,10105,Los Lagos,Frutillar,renter_share,17.55,percent,high
10,10106,Los Lagos,Los Muermos,disability_prevalence,11.6,percent,low
10,10106,Los Lagos,Los Muermos,electricity_access_rate,98.94,percent,low
10,10106,Los Lagos,Los Muermos,employment_agriculture_forestry,36.54,percent,very high
10,10106,Los Lagos,Los Muermos,employment_construction,7.53,percent,low
10,10106,Los Lagos,Los Muermos,employment_electricity_gas,0.79,percent,low
10,10106,Los Lagos,Los Muermos,employment_in_transport_and_logistics,6.34,percent,high
10,10106,Los Lagos,Los Muermos,employment_manufacturing,7.17,percent,medium
10,10106,Los Lagos,Los Muermos,employment_mining,0.18,percent,very low
10,10106,Los Lagos,Los Muermos,employment_water_waste,0.41,percent,very low
10,10106,Los Lagos,Los Muermos,fixed_internet_household_share,26.04,percent,low
10,10106,Los Lagos,Los Muermos,home_ownership,71.85,percent,high
10,10106,Los Lagos,Los Muermos,indigenous_identification_rate,15.7,percent,high
10,10106,Los Lagos,Los Muermos,literacy_rate,93.95,percent,low
10,10106,Los Lagos,Los Muermos,mean_years_schooling,8.46,years,very low
10,10106,Los Lagos,Los Muermos,population,17138.0,persons,medium
10,10106,Los Lagos,Los Muermos,renter_share,12.26,percent,low
10,10107,Los Lagos,Llanquihue,disability_prevalence,10.63,percent,low
10,10107,Los Lagos,Llanquihue,electricity_access_rate,99.7,percent,high
10,10107,Los Lagos,Llanquihue,employment_agriculture_forestry,11.08,percent,medium
10,10107,Los Lagos,Llanquihue,employment_construction,10.03,percent,high
10,10107,Los Lagos,Llanquihue,employment_electricity_gas,0.88,percent,low
10,10107,Los Lagos,Llanquihue,employment_in_transport_and_logistics,6.9,percent,high
10,10107,Los Lagos,Llanquihue,employment_manufacturing,15.97,percent,very high
10,10107,Los Lagos,Llanquihue,employment_mining,0.43,percent,very low
10,10107,Los Lagos,Llanquihue,employment_water_waste,0.61,percent,very low
10,10107,Los Lagos,Llanquihue,fixed_internet_household_share,61.17,percent,high
10,10107,Los Lagos,Llanquihue,home_ownership,66.95,percent,low
10,10107,Los Lagos,Llanquihue,indigenous_identification_rate,30.27,percent,very high
10,10107,Los Lagos,Llanquihue,literacy_rate,94.54,percent,medium
10,10107,Los Lagos,Llanquihue,mean_years_schooling,9.56,years,high
10,10107,Los Lagos,Llanquihue,population,18070.0,persons,medium
10,10107,Los Lagos,Llanquihue,renter_share,16.39,percent,medium
10,10108,Los Lagos,Maullín,disability_prevalence,14.23,percent,high
10,10108,Los Lagos,Maullín,electricity_access_rate,98.57,percent,very low
10,10108,Los Lagos,Maullín,employment_agriculture_forestry,35.18,percent,very high
10,10108,Los Lagos,Maullín,employment_construction,7.22,percent,low
10,10108,Los Lagos,Maullín,employment_electricity_gas,0.55,percent,very low
10,10108,Los Lagos,Maullín,employment_in_transport_and_logistics,6.44,percent,high
10,10108,Los Lagos,Maullín,employment_manufacturing,8.03,percent,medium
10,10108,Los Lagos,Maullín,employment_mining,0.21,percent,very low
10,10108,Los Lagos,Maullín,employment_water_waste,0.99,percent,high
10,10108,Los Lagos,Maullín,fixed_internet_household_share,15.17,percent,very low
10,10108,Los Lagos,Maullín,home_ownership,78.62,percent,very high
10,10108,Los Lagos,Maullín,indigenous_identification_rate,21.67,percent,high
10,10108,Los Lagos,Maullín,literacy_rate,93.9,percent,low
10,10108,Los Lagos,Maullín,mean_years_schooling,8.65,years,very low
10,10108,Los Lagos,Maullín,population,15054.0,persons,low
10,10108,Los Lagos,Maullín,renter_share,10.17,percent,very low
10,10109,Los Lagos,Puerto Varas,disability_prevalence,8.08,percent,very low
10,10109,Los Lagos,Puerto Varas,electricity_access_rate,99.7,percent,high
10,10109,Los Lagos,Puerto Varas,employment_agriculture_forestry,8.42,percent,low
10,10109,Los Lagos,Puerto Varas,employment_construction,9.92,percent,high
10,10109,Los Lagos,Puerto Varas,employment_electricity_gas,1.04,percent,medium
10,10109,Los Lagos,Puerto Varas,employment_in_transport_and_logistics,5.32,percent,medium
10,10109,Los Lagos,Puerto Varas,employment_manufacturing,7.05,percent,medium
10,10109,Los Lagos,Puerto Varas,employment_mining,0.41,percent,very low
10,10109,Los Lagos,Puerto Varas,employment_water_waste,0.65,percent,very low
10,10109,Los Lagos,Puerto Varas,fixed_internet_household_share,68.81,percent,very high
10,10109,Los Lagos,Puerto Varas,home_ownership,60.67,percent,very low
10,10109,Los Lagos,Puerto Varas,indigenous_identification_rate,15.93,percent,high
10,10109,Los Lagos,Puerto Varas,literacy_rate,95.95,percent,high
10,10109,Los Lagos,Puerto Varas,mean_years_schooling,10.76,years,very high
10,10109,Los Lagos,Puerto Varas,population,52613.0,persons,high
10,10109,Los Lagos,Puerto Varas,renter_share,26.95,percent,very high
10,10201,Los Lagos,Castro,disability_prevalence,11.57,percent,low
10,10201,Los Lagos,Castro,electricity_access_rate,99.76,percent,high
10,10201,Los Lagos,Castro,employment_agriculture_forestry,10.76,percent,low
10,10201,Los Lagos,Castro,employment_construction,7.56,percent,low
10,10201,Los Lagos,Castro,employment_electricity_gas,1.36,percent,very high
10,10201,Los Lagos,Castro,employment_in_transport_and_logistics,7.4,percent,very high
10,10201,Los Lagos,Castro,employment_manufacturing,9.85,percent,high
10,10201,Los Lagos,Castro,employment_mining,0.26,percent,very low
10,10201,Los Lagos,Castro,employment_water_waste,0.76,percent,low
10,10201,Los Lagos,Castro,fixed_internet_household_share,44.06,percent,medium
10,10201,Los Lagos,Castro,home_ownership,63.75,percent,low
10,10201,Los Lagos,Castro,indigenous_identification_rate,26.94,percent,high
10,10201,Los Lagos,Castro,literacy_rate,95.96,percent,high
10,10201,Los Lagos,Castro,mean_years_schooling,9.97,years,high
10,10201,Los Lagos,Castro,population,46664.0,persons,high
10,10201,Los Lagos,Castro,renter_share,26.56,percent,very high
10,10202,Los Lagos,Ancud,disability_prevalence,12.9,percent,medium
10,10202,Los Lagos,Ancud,electricity_access_rate,99.54,percent,medium
10,10202,Los Lagos,Ancud,employment_agriculture_forestry,18.23,percent,medium
10,10202,Los Lagos,Ancud,employment_construction,8.18,percent,medium
10,10202,Los Lagos,Ancud,employment_electricity_gas,0.83,percent,low
10,10202,Los Lagos,Ancud,employment_in_transport_and_logistics,7.14,percent,high
