comuna_cut,region_cut,comuna,fcm_dependency_pct_2025,fet_royalty_mineria_mclp_2025,ipp_percapita_mclp_2025,poverty_casen_pct_2025,presup_percapita_mclp_2025,professionalization_pct_2025,staff_contrata_directivo_2025,staff_contrata_profesional_2025,staff_directivo_total_2025,staff_planta_directivo_2025,staff_planta_profesional_2025,staff_profesional_total_2025,staff_total_2025,fcm_dependency_pct_2024,fet_royalty_mineria_mclp_2024,ipp_percapita_mclp_2024,poverty_casen_pct_2024,presup_percapita_mclp_2024,professionalization_pct_2024,staff_contrata_directivo_2024,staff_contrata_profesional_2024,staff_directivo_total_2024,staff_planta_directivo_2024,staff_planta_profesional_2024,staff_profesional_total_2024,staff_total_2024
01101,01,Iquique,15.59,0.0,198.68,7.9,466.89,35.59,0.0,68.0,21.0,21.0,74.0,142.0,399.0,13.64,0.0,204.62,7.89,451.47,37.18,0.0,62.0,12.0,12.0,63.0,125.0,433.0
01107,01,Alto Hospicio,72.45,2026932.0,55.98,15.3,252.0,35.92,0.0,11.0,14.0,14.0,18.0,29.0,142.0,71.17,874202.0,54.33,15.26,240.24,35.53,0.0,11.0,11.0,11.0,19.0,30.0,152.0
01401,01,Pozo Almonte,46.11,450711.0,358.77,15.3,1061.76,28.46,0.0,8.0,11.0,11.0,7.0,15.0,130.0,34.35,193724.0,425.98,15.33,1196.12,29.37,0.0,9.0,8.0,8.0,7.0,16.0,143.0
01402,01,Camiña,98.75,312023.0,27.7,24.0,3360.08,,0.0,3.0,5.0,5.0,5.0,8.0,,94.83,131122.0,103.88,24.04,2563.58,41.38,0.0,2.0,6.0,6.0,3.0,5.0,29.0
01403,01,Colchane,83.03,292233.0,328.45,22.3,2636.8,,,,,,,,,75.33,125248.0,441.09,22.25,3148.67,,,,,,,,
01404,01,Huara,69.28,348412.0,516.09,18.1,2417.61,62.5,0.0,3.0,8.0,8.0,7.0,10.0,32.0,55.91,149311.0,741.1,18.07,2615.72,64.29,0.0,2.0,7.0,7.0,5.0,7.0,28.0
01405,01,Pica,46.69,324850.0,800.48,10.7,1868.09,,,,,,,,,33.36,139441.0,888.9,10.73,1685.16,48.39,0.0,3.0,7.0,7.0,3.0,6.0,31.0
02101,02,Antofagasta,22.97,0.0,179.55,7.2,430.4,38.65,0.0,118.0,23.0,23.0,54.0,172.0,665.0,20.78,0.0,167.31,7.23,397.93,37.4,0.0,83.0,27.0,27.0,41.0,124.0,615.0
02102,02,Mejillones,30.15,352081.0,567.8,7.1,935.83,43.12,0.0,13.0,10.0,10.0,9.0,22.0,109.0,26.6,151195.0,558.66,7.14,869.0,36.97,0.0,13.0,9.0,9.0,7.0,20.0,119.0
02103,02,Sierra Gorda,30.21,285998.0,4131.13,2.1,7554.79,41.82,0.0,28.0,11.0,11.0,12.0,40.0,110.0,15.56,122598.0,7652.77,2.11,9677.86,55.42,0.0,18.0,11.0,11.0,17.0,35.0,83.0
02104,02,Taltal,46.23,355055.0,331.28,11.5,708.66,41.75,0.0,12.0,12.0,12.0,4.0,16.0,103.0,36.87,152416.0,390.23,11.48,766.43,,,,,,,,
02201,02,Calama,39.54,0.0,148.02,8.1,443.37,26.62,0.0,35.0,13.0,13.0,13.0,48.0,293.0,33.23,0.0,144.6,8.14,411.09,,,,,,,,
02202,02,Ollagüe,70.22,278267.0,3948.89,8.7,14978.82,61.11,0.0,5.0,6.0,6.0,4.0,9.0,36.0,66.69,119072.0,4665.58,8.72,18748.56,47.06,0.0,2.0,7.0,7.0,4.0,6.0,34.0
02203,02,San Pedro De Atacama,,351406.0,,4.9,,49.58,0.0,21.0,11.0,11.0,14.0,35.0,119.0,51.46,151250.0,605.11,4.87,2062.38,47.41,0.0,20.0,9.0,9.0,17.0,37.0,116.0
02301,02,Tocopilla,65.64,449236.0,140.31,10.4,737.13,,,,,,,,,65.79,193750.0,115.12,10.43,551.91,23.58,0.0,15.0,7.0,7.0,1.0,16.0,123.0
02302,02,María Elena,37.94,288667.0,741.16,5.6,1570.99,48.84,0.0,5.0,7.0,7.0,2.0,7.0,43.0,26.17,123710.0,1021.38,5.55,2075.2,36.67,0.0,7.0,5.0,5.0,2.0,9.0,60.0
03101,03,Copiapó,42.59,0.0,149.08,7.2,359.2,28.75,0.0,41.0,10.0,10.0,29.0,70.0,327.0,40.38,0.0,149.08,7.23,314.46,21.58,0.0,79.0,14.0,14.0,27.0,106.0,292.0
03102,03,Caldera,76.47,376278.0,170.54,4.1,934.59,23.94,0.0,8.0,12.0,12.0,7.0,15.0,142.0,73.55,159595.0,177.48,4.11,821.09,26.95,0.0,9.0,10.0,10.0,7.0,16.0,141.0
03103,03,Tierra Amarilla,44.5,334109.0,354.14,6.9,883.41,29.57,0.0,9.0,9.0,9.0,8.0,17.0,115.0,33.29,143846.0,516.81,6.87,910.51,,,,,,,,
03201,03,Chañaral,63.94,363869.0,218.04,11.5,670.26,42.24,0.0,9.0,8.0,8.0,4.0,13.0,116.0,53.16,156584.0,235.37,11.46,593.31,27.5,0.0,12.0,9.0,9.0,4.0,16.0,120.0
03202,03,Diego De Almagro,47.66,326903.0,354.12,5.7,781.71,34.75,0.0,8.0,11.0,11.0,8.0,16.0,141.0,37.31,140381.0,384.54,5.68,806.39,34.07,0.0,8.0,6.0,6.0,10.0,18.0,135.0
03301,03,Vallenar,63.88,634398.0,116.99,10.7,376.87,57.5,0.0,16.0,10.0,10.0,17.0,33.0,120.0,60.44,260167.0,109.02,10.73,323.43,40.82,0.0,17.0,11.0,11.0,18.0,35.0,147.0
03302,03,Alto Del Carmen,71.76,333588.0,219.11,15.1,1790.72,58.82,0.0,4.0,12.0,12.0,6.0,10.0,51.0,68.21,143177.0,230.59,15.06,1085.88,58.0,0.0,6.0,11.0,11.0,6.0,12.0,50.0
03303,03,Freirina,76.7,328337.0,142.02,13.4,833.23,42.11,0.0,3.0,6.0,6.0,0.0,3.0,57.0,70.03,140839.0,166.35,13.39,755.01,36.67,0.0,0.0,7.0,7.0,0.0,0.0,60.0
03304,03,Huasco,68.51,353769.0,204.34,11.4,776.39,51.06,0.0,5.0,8.0,8.0,10.0,15.0,47.0,61.88,152211.0,206.17,11.37,642.5,30.77,0.0,5.0,7.0,7.0,7.0,12.0,52.0
04101,04,La Serena,30.62,0.0,143.71,5.9,427.67,40.78,0.0,62.0,21.0,21.0,91.0,153.0,689.0,30.75,0.0,135.82,5.93,406.77,41.9,0.0,81.0,22.0,22.0,94.0,175.0,716.0
04102,04,Coquimbo,40.45,0.0,175.49,7.1,332.99,35.84,0.0,69.0,28.0,28.0,79.0,148.0,385.0,39.88,0.0,169.69,7.06,327.54,44.28,0.0,71.0,28.0,28.0,88.0,159.0,542.0
04103,04,Andacollo,76.68,350913.0,142.5,10.5,699.17,35.71,0.0,0.0,15.0,15.0,2.0,2.0,70.0,73.74,150922.0,131.5,10.45,578.44,39.39,0.0,4.0,7.0,7.0,2.0,6.0,66.0
04104,04,La Higuera,69.97,335710.0,387.11,10.7,1825.67,35.85,0.0,8.0,6.0,6.0,3.0,11.0,53.0,59.73,145981.0,468.26,10.75,1752.91,32.14,0.0,9.0,7.0,7.0,3.0,12.0,56.0
04105,04,Paiguano,76.85,309724.0,245.67,8.3,1621.81,73.33,0.0,6.0,6.0,6.0,2.0,8.0,45.0,62.85,132811.0,443.72,8.29,1933.35,47.73,0.0,5.0,7.0,7.0,2.0,7.0,44.0
04106,04,Vicuña,75.89,495849.0,103.2,10.9,623.62,39.26,0.0,11.0,11.0,11.0,17.0,28.0,163.0,74.32,214084.0,100.93,10.91,454.33,39.53,0.0,7.0,14.0,14.0,17.0,24.0,172.0
04201,04,Illapel,80.55,597595.0,67.48,8.1,407.21,29.52,0.0,2.0,36.0,36.0,3.0,5.0,105.0,74.16,257065.0,81.78,8.05,362.31,,,,,,,,
04202,04,Canela,81.65,347304.0,117.99,16.3,796.51,35.82,0.0,4.0,8.0,8.0,11.0,15.0,67.0,73.3,149275.0,125.74,16.31,538.4,32.84,0.0,3.0,7.0,7.0,13.0,16.0,67.0
04203,04,Los Vilos,79.45,418812.0,142.96,8.5,919.33,41.03,0.0,27.0,13.0,13.0,14.0,41.0,156.0,76.85,179627.0,144.22,8.45,753.07,45.24,0.0,19.0,12.0,12.0,13.0,32.0,126.0
04204,04,Salamanca,63.59,452716.0,143.07,9.1,552.18,25.0,0.0,8.0,7.0,7.0,2.0,10.0,76.0,55.75,195319.0,147.23,9.11,419.51,,,,,,,,
04301,04,Ovalle,66.15,1217019.0,87.11,9.5,348.38,35.9,0.0,15.0,11.0,11.0,15.0,30.0,195.0,65.21,489532.0,85.06,9.51,322.96,36.97,0.0,11.0,15.0,15.0,16.0,27.0,211.0
04302,04,Combarbalá,90.01,484089.0,52.45,11.0,583.47,40.98,0.0,8.0,8.0,8.0,4.0,12.0,61.0,87.76,208577.0,54.85,10.99,521.05,33.33,0.0,7.0,9.0,9.0,4.0,11.0,63.0
04303,04,Monte Patria,86.19,747389.0,51.84,12.8,460.48,34.06,0.0,10.0,9.0,9.0,11.0,21.0,138.0,81.81,343193.0,59.0,12.77,371.38,35.94,0.0,11.0,10.0,10.0,11.0,22.0,128.0
04304,04,Punitaqui,84.72,393269.0,76.35,14.5,564.43,36.59,0.0,5.0,8.0,8.0,2.0,7.0,41.0,82.09,190309.0,76.29,14.46,477.8,37.5,0.0,5.0,8.0,8.0,2.0,7.0,40.0
04305,04,Río Hurtado,85.62,319400.0,133.87,7.8,1134.99,54.55,0.0,8.0,9.0,9.0,3.0,11.0,55.0,81.34,137189.0,149.73,7.77,1027.89,62.5,0.0,8.0,8.0,8.0,3.0,11.0,48.0
05101,05,Valparaíso,54.58,1557721.0,107.85,7.4,434.95,32.79,0.0,102.0,18.0,18.0,127.0,229.0,866.0,53.63,0.0,104.84,7.38,409.07,32.05,0.0,108.0,21.0,21.0,95.0,203.0,855.0
05102,05,Casablanca,23.61,376678.0,361.44,8.2,584.3,36.0,0.0,8.0,12.0,12.0,9.0,17.0,125.0,22.82,161829.0,337.62,8.22,554.88,36.76,0.0,7.0,13.0,13.0,10.0,17.0,136.0
05103,05,Concón,14.78,320317.0,342.66,2.7,539.95,45.33,0.0,19.0,21.0,21.0,12.0,31.0,150.0,15.65,137542.0,300.83,2.72,457.12,46.41,0.0,20.0,12.0,12.0,14.0,34.0,153.0
05104,05,Juan Fernández,92.0,284544.0,185.42,2.5,2913.68,32.35,0.0,0.0,6.0,6.0,1.0,1.0,34.0,93.64,119838.0,134.03,2.47,3301.57,34.38,0.0,0.0,7.0,7.0,1.0,1.0,32.0
05105,05,Puchuncaví,35.72,341492.0,423.23,3.3,826.08,,,,,,,,,31.69,146733.0,402.92,3.29,759.38,29.0,0.0,6.0,10.0,10.0,12.0,18.0,100.0
05107,05,Quintero,77.73,437006.0,135.06,7.7,716.48,38.81,0.0,54.0,12.0,12.0,6.0,60.0,201.0,79.59,189142.0,119.93,7.72,622.11,39.29,0.0,45.0,16.0,16.0,3.0,48.0,196.0
05109,05,Viña Del Mar,10.98,0.0,291.87,6.5,378.34,36.05,0.0,174.0,38.0,38.0,99.0,273.0,1287.0,10.95,0.0,278.56,6.48,411.49,100.0,0.0,175.0,41.0,41.0,105.0,280.0,280.0
05201,05,Isla De Pascua,99.14,392009.0,27.32,5.4,3206.21,31.25,0.0,0.0,14.0,14.0,10.0,10.0,96.0,99.2,170841.0,22.86,5.43,2910.45,28.95,0.0,2.0,14.0,14.0,10.0,12.0,114.0
05301,05,Los Andes,63.28,648326.0,105.22,8.1,347.61,38.24,0.0,28.0,16.0,16.0,25.0,53.0,238.0,60.59,264367.0,100.72,8.13,312.65,36.2,0.0,25.0,21.0,21.0,23.0,48.0,221.0
05302,05,Calle Larga,43.84,344609.0,263.71,7.0,909.59,34.62,0.0,11.0,6.0,6.0,3.0,14.0,78.0,47.53,146343.0,190.76,7.0,602.3,,,,,,,,
05303,05,Rinconada,,320891.0,,8.1,,,,,,,,,,24.51,137779.0,596.98,8.11,1299.48,35.9,1.0,4.0,6.0,5.0,4.0,8.0,39.0
05304,05,San Esteban,68.83,386817.0,99.83,8.5,390.04,44.32,0.0,2.0,11.0,11.0,4.0,6.0,88.0,65.21,165911.0,107.4,8.47,376.89,46.07,0.0,2.0,11.0,11.0,3.0,5.0,89.0
05401,05,La Ligua,71.14,501076.0,107.57,8.2,440.36,,,,,,,,,68.97,202097.0,100.35,8.18,381.59,37.39,0.0,8.0,6.0,6.0,7.0,15.0,115.0
05402,05,Cabildo,78.63,426708.0,80.55,8.9,445.43,,,,,,,,,73.81,194831.0,84.92,8.93,376.7,,,,,,,,
05403,05,Papudo,36.36,296363.0,650.88,7.3,1378.42,40.35,0.0,7.0,10.0,10.0,1.0,8.0,57.0,35.45,126583.0,606.53,7.25,1275.97,32.81,0.0,6.0,10.0,10.0,1.0,7.0,64.0
05404,05,Petorca,69.46,343356.0,169.68,4.5,847.02,32.39,0.0,12.0,7.0,7.0,2.0,14.0,71.0,65.58,147384.0,162.92,4.54,667.63,26.39,0.0,11.0,6.0,6.0,2.0,13.0,72.0
05405,05,Zapallar,8.22,0.0,2684.52,4.3,3603.27,37.01,0.0,21.0,13.0,13.0,16.0,37.0,154.0,8.74,0.0,2432.42,4.31,3431.53,31.62,0.0,13.0,7.0,7.0,15.0,28.0,136.0
05501,05,Quillota,57.68,861768.0,99.01,5.3,282.49,37.5,0.0,76.0,13.0,13.0,14.0,90.0,336.0,59.17,371378.0,89.63,5.3,274.84,37.15,0.0,72.0,11.0,11.0,16.0,88.0,323.0
05502,05,Calera,66.1,667599.0,86.93,7.1,311.68,32.16,0.0,12.0,12.0,12.0,12.0,24.0,199.0,64.93,254219.0,86.69,7.09,295.1,26.78,0.0,10.0,11.0,11.0,12.0,22.0,183.0
05503,05,Hijuelas,60.29,357324.0,143.35,9.1,431.74,40.28,0.0,10.0,8.0,8.0,7.0,17.0,72.0,58.72,153685.0,131.45,9.08,381.21,38.16,0.0,8.0,10.0,10.0,6.0,14.0,76.0
05504,05,La Cruz,59.04,403001.0,105.44,3.2,342.5,38.95,0.0,12.0,10.0,10.0,5.0,17.0,95.0,58.21,158260.0,98.07,3.17,318.82,39.13,0.0,13.0,9.0,9.0,5.0,18.0,92.0
05506,05,Nogales,67.56,372582.0,116.39,5.6,445.55,33.33,0.0,8.0,7.0,7.0,7.0,15.0,90.0,65.68,158880.0,100.77,5.56,380.94,30.34,0.0,0.0,8.0,8.0,10.0,10.0,89.0
05601,05,San Antonio,52.49,725074.0,127.21,6.6,310.71,26.95,0.0,36.0,15.0,15.0,19.0,55.0,282.0,51.54,313928.0,120.37,6.63,292.95,28.43,0.0,35.0,14.0,14.0,17.0,52.0,306.0
05602,05,Algarrobo,20.04,322296.0,605.61,6.1,963.32,23.61,0.0,29.0,11.0,11.0,4.0,33.0,216.0,20.95,138234.0,582.57,6.06,979.01,20.19,0.0,28.0,9.0,9.0,3.0,31.0,208.0
05603,05,Cartagena,86.17,522835.0,92.1,7.4,763.94,34.43,0.0,16.0,11.0,11.0,12.0,28.0,183.0,87.29,220431.0,81.55,7.42,988.52,32.81,0.0,19.0,12.0,12.0,12.0,31.0,192.0
05604,05,El Quisco,84.95,414296.0,201.0,9.0,1442.79,48.78,0.0,21.0,14.0,14.0,10.0,31.0,123.0,84.55,177774.0,184.17,8.96,1313.6,33.33,0.0,25.0,14.0,14.0,9.0,34.0,186.0
05605,05,El Tabo,88.15,408251.0,193.28,3.3,2134.36,33.82,0.0,12.0,10.0,10.0,13.0,25.0,136.0,86.79,173065.0,179.31,3.31,1427.36,38.46,1.0,16.0,13.0,12.0,13.0,29.0,130.0
05606,05,Santo Domingo,13.96,329315.0,1414.59,6.0,1897.39,39.45,0.0,20.0,19.0,19.0,29.0,49.0,218.0,12.67,0.0,1392.93,5.98,1839.97,47.22,0.0,21.0,19.0,19.0,31.0,52.0,180.0
05701,05,San Felipe,67.74,893987.0,77.92,7.0,285.27,35.5,0.0,16.0,12.0,12.0,18.0,34.0,200.0,64.72,407381.0,78.25,7.02,265.81,33.0,0.0,11.0,12.0,12.0,18.0,29.0,200.0
05702,05,Catemu,73.01,377060.0,122.17,12.0,596.36,37.18,0.0,11.0,7.0,7.0,5.0,16.0,78.0,68.57,170475.0,119.72,12.04,473.84,37.84,0.0,7.0,7.0,7.0,6.0,13.0,74.0
05703,05,Llaillay,70.74,509725.0,81.6,9.2,349.05,27.87,0.0,0.0,11.0,11.0,1.0,1.0,122.0,69.09,216172.0,81.42,9.19,350.63,28.93,0.0,0.0,13.0,13.0,1.0,1.0,121.0
05704,05,Panquehue,63.92,307870.0,183.3,9.5,724.58,50.0,0.0,3.0,11.0,11.0,3.0,6.0,68.0,60.95,132091.0,185.78,9.49,677.04,43.66,0.0,1.0,8.0,8.0,3.0,4.0,71.0
05705,05,Putaendo,79.73,463007.0,72.09,10.0,431.76,,,,,,,,,76.56,200617.0,76.51,10.03,384.24,,,,,,,,
05706,05,Santa María,64.15,366872.0,137.86,8.9,561.45,26.15,0.0,14.0,7.0,7.0,7.0,21.0,65.0,65.28,157445.0,107.65,8.9,435.03,26.52,0.0,18.0,8.0,8.0,11.0,29.0,132.0
05801,05,Quilpué,63.11,1555954.0,76.39,5.5,409.11,28.63,0.0,36.0,39.0,39.0,44.0,80.0,489.0,63.33,692759.0,71.72,5.55,398.2,29.21,0.0,57.0,36.0,36.0,46.0,103.0,558.0
05802,05,Limache,62.71,621896.0,97.52,6.9,416.57,30.97,0.0,7.0,11.0,11.0,15.0,22.0,113.0,65.95,276935.0,81.88,6.88,310.03,32.17,0.0,7.0,12.0,12.0,14.0,21.0,115.0
05803,05,Olmué,56.47,349372.0,133.83,7.5,501.32,34.57,0.0,6.0,8.0,8.0,4.0,10.0,81.0,57.83,149750.0,119.78,7.5,398.85,33.75,0.0,6.0,8.0,8.0,4.0,10.0,80.0
05804,05,Villa Alemana,71.35,1588492.0,58.03,4.4,245.44,26.59,0.0,23.0,17.0,17.0,36.0,59.0,331.0,69.92,730582.0,59.49,4.44,238.83,,,,,,,,
06101,06,Rancagua,49.0,0.0,114.56,6.3,407.47,,,,,,,,,48.18,0.0,105.31,6.33,383.58,45.3,4.0,114.0,30.0,26.0,44.0,158.0,468.0
06102,06,Codegua,63.5,343599.0,125.05,5.5,513.85,41.67,0.0,8.0,11.0,11.0,2.0,10.0,96.0,67.1,143700.0,99.92,5.55,438.84,39.77,0.0,0.0,11.0,11.0,2.0,2.0,88.0
06103,06,Coinco,81.04,332383.0,93.89,9.8,653.57,48.48,0.0,6.0,11.0,11.0,3.0,9.0,66.0,77.23,138972.0,95.91,9.82,504.93,52.11,0.0,7.0,11.0,11.0,4.0,11.0,71.0
06104,06,Coltauco,82.25,561755.0,66.48,10.0,463.72,42.34,0.0,11.0,10.0,10.0,9.0,20.0,111.0,81.29,236833.0,58.48,10.02,428.85,33.67,0.0,9.0,10.0,10.0,8.0,17.0,98.0
06105,06,Doñihue,72.35,448807.0,94.5,9.1,393.71,51.85,0.0,24.0,9.0,9.0,4.0,28.0,54.0,70.32,179270.0,86.07,9.06,340.35,50.0,1.0,17.0,10.0,9.0,4.0,21.0,60.0
06106,06,Graneros,75.05,623789.0,60.62,5.3,287.09,48.0,0.0,12.0,9.0,9.0,1.0,13.0,75.0,72.22,267082.0,59.05,5.27,250.63,,,,,,,,
06107,06,Las Cabras,40.43,384937.0,199.51,7.6,437.9,45.38,0.0,11.0,14.0,14.0,8.0,19.0,119.0,37.86,164499.0,196.11,7.58,391.08,43.59,0.0,13.0,13.0,13.0,7.0,20.0,117.0
06108,06,Machalí,38.53,391204.0,140.67,3.0,296.7,42.77,0.0,28.0,14.0,14.0,8.0,36.0,159.0,33.13,168229.0,139.27,3.04,273.18,40.3,0.0,26.0,12.0,12.0,4.0,30.0,134.0
06109,06,Malloa,71.37,356284.0,121.79,9.8,579.91,48.35,0.0,8.0,8.0,8.0,7.0,15.0,91.0,73.45,158474.0,98.36,9.79,522.92,52.38,0.0,5.0,11.0,11.0,10.0,15.0,84.0
06110,06,Mostazal,19.23,382409.0,542.99,7.3,743.4,22.38,0.0,29.0,8.0,8.0,5.0,34.0,210.0,18.22,164314.0,533.11,7.31,697.48,26.32,0.0,23.0,10.0,10.0,5.0,28.0,190.0
06111,06,Olivar,53.67,325039.0,164.2,8.0,447.58,47.3,0.0,7.0,11.0,11.0,6.0,13.0,74.0,55.45,139496.0,139.66,7.96,403.07,42.17,0.0,0.0,11.0,11.0,7.0,7.0,83.0
06112,06,Peumo,76.98,384881.0,78.92,7.7,449.3,35.48,0.0,4.0,10.0,10.0,1.0,5.0,62.0,75.95,161615.0,70.08,7.72,386.94,42.65,0.0,9.0,11.0,11.0,1.0,10.0,68.0
06113,06,Pichidegua,72.13,450816.0,90.84,10.9,421.76,38.55,0.0,10.0,7.0,7.0,10.0,20.0,83.0,71.14,193224.0,81.69,10.92,326.73,35.37,0.0,3.0,9.0,9.0,14.0,17.0,82.0
06114,06,Quinta De Tilcoco,72.24,376350.0,104.67,9.0,480.42,42.61,0.0,20.0,9.0,9.0,4.0,24.0,115.0,70.22,159484.0,99.57,9.04,403.7,39.13,0.0,21.0,10.0,10.0,3.0,24.0,115.0
06115,06,Rengo,60.94,657896.0,104.22,5.4,313.53,36.63,0.0,0.0,13.0,13.0,19.0,19.0,202.0,61.72,288954.0,93.56,5.43,270.26,,,,,,,,
06116,06,Requínoa,42.49,353701.0,177.75,3.0,357.43,39.81,0.0,15.0,10.0,10.0,9.0,24.0,108.0,37.55,151980.0,185.0,2.98,349.24,29.55,0.0,14.0,10.0,10.0,9.0,23.0,88.0
06117,06,San Vicente,66.11,666258.0,100.34,9.2,344.0,36.36,0.0,27.0,14.0,14.0,37.0,64.0,242.0,67.94,277660.0,85.1,9.2,316.96,35.95,0.0,24.0,14.0,14.0,39.0,63.0,242.0
06201,06,Pichilemu,74.05,375100.0,234.21,6.9,1003.88,42.11,0.0,7.0,14.0,14.0,24.0,31.0,152.0,74.95,162234.0,220.14,6.87,981.95,42.24,0.0,7.0,18.0,18.0,22.0,29.0,161.0
06202,06,La Estrella,48.17,290509.0,714.3,9.7,2045.32,42.86,0.0,2.0,8.0,8.0,2.0,4.0,56.0,50.29,124612.0,625.82,9.73,1585.44,44.83,0.0,2.0,8.0,8.0,2.0,4.0,58.0
06203,06,Litueche,61.4,302026.0,270.76,9.4,891.86,39.13,0.0,5.0,10.0,10.0,3.0,8.0,69.0,58.47,129861.0,252.56,9.37,766.7,55.81,0.0,5.0,8.0,8.0,4.0,9.0,43.0
06204,06,Marchihue,45.0,311752.0,420.14,9.2,1391.63,32.89,0.0,4.0,8.0,8.0,3.0,7.0,76.0,39.36,133994.0,475.44,9.15,1543.79,34.72,0.0,4.0,7.0,7.0,3.0,7.0,72.0
06205,06,Navidad,87.41,334199.0,152.16,12.3,1388.31,41.18,0.0,7.0,11.0,11.0,15.0,22.0,102.0,89.54,142267.0,120.17,12.31,1370.98,,,,,,,,
06206,06,Paredones,83.84,331100.0,130.28,14.9,1175.56,49.25,0.0,10.0,8.0,8.0,5.0,15.0,67.0,86.7,145511.0,98.46,14.94,983.25,47.06,0.0,9.0,9.0,9.0,5.0,14.0,68.0
06301,06,San Fernando,46.98,647818.0,145.33,6.8,360.46,37.11,0.0,23.0,15.0,15.0,20.0,43.0,159.0,46.96,279212.0,130.27,6.81,301.55,31.91,0.0,22.0,11.0,11.0,23.0,45.0,141.0
06302,06,Chépica,82.31,402241.0,62.54,8.9,511.67,43.48,0.0,6.0,9.0,9.0,3.0,9.0,69.0,80.47,202348.0,63.43,8.87,441.21,44.12,0.0,5.0,13.0,13.0,4.0,9.0,68.0
06303,06,Chimbarongo,72.48,616187.0,83.68,8.5,364.37,38.41,0.0,16.0,12.0,12.0,15.0,31.0,138.0,69.42,241935.0,80.05,8.53,314.78,32.35,0.0,14.0,13.0,13.0,16.0,30.0,136.0
06304,06,Lolol,74.99,325134.0,127.15,11.5,707.21,33.33,0.0,0.0,5.0,5.0,5.0,5.0,54.0,73.75,139645.0,122.0,11.46,582.11,36.73,0.0,0.0,8.0,8.0,5.0,5.0,49.0
06305,06,Nancagua,65.57,373703.0,117.82,8.9,431.58,38.36,0.0,2.0,10.0,10.0,11.0,13.0,73.0,65.21,180725.0,107.5,8.91,419.44,43.21,0.0,2.0,8.0,8.0,11.0,13.0,81.0
06306,06,Palmilla,58.17,333985.0,155.69,8.1,469.79,43.01,0.0,10.0,8.0,8.0,11.0,21.0,93.0,56.88,143513.0,147.18,8.12,422.78,41.49,0.0,10.0,10.0,10.0,12.0,22.0,94.0
06307,06,Peralillo,62.87,326990.0,145.25,7.2,587.29,42.65,0.0,5.0,10.0,10.0,6.0,11.0,68.0,62.69,140859.0,136.94,7.18,529.82,44.44,0.0,3.0,10.0,10.0,7.0,10.0,63.0
06308,06,Placilla,76.1,328798.0,108.33,9.6,574.11,45.28,0.0,6.0,10.0,10.0,12.0,18.0,53.0,74.33,139182.0,99.16,9.59,479.25,43.75,0.0,5.0,8.0,8.0,12.0,17.0,32.0
06309,06,Pumanque,77.5,296284.0,201.63,12.4,1407.36,76.67,0.0,1.0,6.0,6.0,0.0,1.0,30.0,77.83,127768.0,176.93,12.36,1096.23,53.13,0.0,2.0,6.0,6.0,0.0,2.0,32.0
06310,06,Santa Cruz,49.1,463780.0,163.96,6.7,416.18,55.56,0.0,12.0,13.0,13.0,17.0,29.0,108.0,45.9,199970.0,148.92,6.7,351.45,43.26,0.0,12.0,13.0,13.0,17.0,29.0,141.0
07101,07,Talca,46.19,0.0,119.53,5.7,266.95,35.14,0.0,55.0,18.0,18.0,46.0,101.0,444.0,48.09,0.0,110.35,5.73,253.32,33.92,0.0,0.0,18.0,18.0,47.0,47.0,451.0
07102,07,Constitución,72.24,647111.0,104.41,10.8,459.2,26.75,0.0,13.0,11.0,11.0,9.0,22.0,157.0,73.06,268462.0,92.88,10.81,419.11,27.63,0.0,16.0,11.0,11.0,10.0,26.0,152.0
07103,07,Curepto,85.08,423926.0,101.65,14.1,814.91,43.96,0.0,11.0,9.0,9.0,5.0,16.0,91.0,82.44,176171.0,96.24,14.1,676.54,42.7,0.0,12.0,8.0,8.0,6.0,18.0,89.0
07104,07,Empedrado,91.52,368128.0,84.16,12.6,1251.11,51.35,1.0,3.0,10.0,9.0,4.0,7.0,37.0,89.34,157616.0,90.02,12.59,1049.53,50.0,1.0,3.0,9.0,8.0,4.0,7.0,34.0
07105,07,Maule,78.51,1138092.0,48.48,9.1,269.93,34.65,0.0,17.0,10.0,10.0,5.0,22.0,101.0,77.08,468631.0,47.39,9.07,250.23,32.98,0.0,16.0,9.0,9.0,5.0,21.0,94.0
07106,07,Pelarco,27.57,334549.0,880.43,11.8,2563.32,35.87,2.0,15.0,10.0,8.0,6.0,21.0,92.0,26.48,143890.0,780.86,11.78,2277.09,34.69,0.0,16.0,8.0,8.0,6.0,22.0,98.0
07107,07,Pencahue,69.91,342490.0,153.35,11.7,663.85,31.34,0.0,5.0,10.0,10.0,2.0,7.0,67.0,65.47,145932.0,166.15,11.69,656.69,32.39,0.0,5.0,10.0,10.0,4.0,9.0,71.0
07108,07,Río Claro,48.87,358163.0,227.7,9.4,644.74,39.74,0.0,10.0,9.0,9.0,4.0,14.0,78.0,45.19,153649.0,236.9,9.4,645.04,37.08,0.0,11.0,9.0,9.0,4.0,15.0,89.0
07109,07,San Clemente,71.68,737577.0,93.13,10.5,398.77,49.39,0.0,23.0,14.0,14.0,20.0,43.0,164.0,73.44,307277.0,76.26,10.53,361.86,46.43,0.0,30.0,17.0,17.0,21.0,51.0,168.0
