project_id,project_name,action_id,sector,jurisdiction,lifecycle_stage,evaluation_verdict,cost_total,amount_committed,amount_paid,amount_unit,duration_months,beneficiaries_total,owner_formulator,match_label,source_dataset,n_funding_sources,route
conaf-bn-1217508,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,68.2,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1192650,"Manejo bosque nativo, Ñuble",ipcc_0054,afolu,Ñuble,awarded,,,13.5,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1197270,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,40.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1319610,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,31.4,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1323305,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,57.5,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1289088,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,88.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1331450,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,12.6,,UTM,,,Propietario que postula su propio predio,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1319480,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,4.4,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1340572,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,58.5,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1322811,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,338.4,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1230774,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,63.2,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1192855,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,150.0,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1199663,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,37.6,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1383060,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,148.3,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1253896,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,24.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1327732,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,78.8,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1321183,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,36.5,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1340520,"Manejo bosque nativo, Magallanes",ipcc_0054,afolu,Magallanes,awarded,,,125.0,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1217462,"Manejo bosque nativo, O'Higgins",ipcc_0052,afolu,O'Higgins,awarded,,,0.0,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1335787,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,102.9,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1196478,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,15.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1322009,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,45.7,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1195610,"Manejo bosque nativo, Los Lagos",ipcc_0052,afolu,Los Lagos,awarded,,,274.6,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1336793,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,422.2,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1316993,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,115.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1335592,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,12.2,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1338751,"Manejo bosque nativo, Biobío",ipcc_0052,afolu,Biobío,awarded,,,263.5,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1254049,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,230.1,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1337362,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,92.4,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1331772,"Manejo bosque nativo, Metropolitana",ipcc_0054,afolu,Metropolitana,awarded,,,1548.4,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1327998,"Manejo bosque nativo, Magallanes",ipcc_0054,afolu,Magallanes,awarded,,,238.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1250266,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,78.7,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1322304,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,33.4,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1221837,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,191.2,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1337891,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,797.8,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1340513,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,67.2,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1185172,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,5.8,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1328807,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,135.8,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1332411,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,26.2,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1337058,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,29.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1257468,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,5.0,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1321024,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,18.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1290244,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,35.6,,UTM,,,Propietario que postula su propio predio,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1336077,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,68.0,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1320194,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,50.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1321042,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,36.8,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1291661,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,28.8,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1228734,"Manejo bosque nativo, La Araucanía",ipcc_0052,afolu,La Araucanía,awarded,,,24.8,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1251206,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,91.5,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1253284,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,12.6,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1333123,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,55.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1330247,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,11.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1249521,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,6.8,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1217467,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,99.4,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1323266,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,57.4,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1332491,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,114.6,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1338634,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,30.3,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1393399,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,596.1,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1317661,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,192.7,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1325334,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,90.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1316858,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,88.2,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1293034,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,46.6,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1337773,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,87.8,,UTM,,,Personal Fomento Conaf,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1337810,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,23.5,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1195910,"Manejo bosque nativo, La Araucanía",ipcc_0052,afolu,La Araucanía,awarded,,,350.0,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1316925,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,9.1,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1318810,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,6.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1327272,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,71.5,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1192564,"Manejo bosque nativo, Biobío",ipcc_0052,afolu,Biobío,awarded,,,17.2,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1218804,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,25.3,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190697,"Manejo bosque nativo, Metropolitana",ipcc_0054,afolu,Metropolitana,awarded,,,13.0,,UTM,,,Personal Fomento Conaf,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1191652,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,12.6,,UTM,,,Personal Fomento Conaf,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1337693,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,59.0,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1230926,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,43.3,,UTM,,,Personal Fomento Conaf,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1317476,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,313.2,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1332285,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,108.6,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1320663,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,34.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1328083,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,43.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1262614,"Manejo bosque nativo, Magallanes",ipcc_0054,afolu,Magallanes,awarded,,,291.2,,UTM,,,Personal Fomento Conaf,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1316443,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,50.4,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1250888,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,506.4,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1322691,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,10.8,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1318148,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,31.6,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1258694,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,68.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1219315,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,30.0,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1296383,"Manejo bosque nativo, Los Lagos",ipcc_0052,afolu,Los Lagos,awarded,,,53.5,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1329257,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,45.1,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1189752,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,11.8,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1225226,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,19.4,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1258718,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,263.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184039,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,207.0,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1199318,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,58.5,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1337896,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,454.6,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1222778,"Manejo bosque nativo, Magallanes",ipcc_0054,afolu,Magallanes,awarded,,,109.0,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1198665,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,23.6,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1339067,"Manejo bosque nativo, Biobío",ipcc_0052,afolu,Biobío,awarded,,,221.2,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1250910,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,41.7,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184592,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,45.6,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1225083,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,awarded,,,136.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1323795,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,awarded,,,30.3,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1393245,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,21.6,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1252308,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,40.4,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186863,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,20.5,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1193573,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,66.1,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1321601,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,awarded,,,60.0,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1317839,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,29.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1264503,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,54.0,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1227011,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,awarded,,,49.5,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1388881,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,87.8,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
